prices,latitudes,longitudes,metro_stations,areas,floors,min_books
239999,55.845916,37.490811,"[['¬одный стадион', '11Ц15'], ['–ечной вокзал', '16Ц20'], [' оптево', '21Ц30']]",82,1,11 мес.
150000,55.803003,37.591503,"[['ƒмитровска€', '11Ц15'], ['—авЄловска€', '11Ц15'], ['Ѕутырска€', '21Ц30']]",66,3,11 мес.
120000,55.533552,37.524911,"[['Ѕунинска€ алле€', '11Ц15'], ['”лица √орчакова', '16Ц20'], ['Ѕульвар адмирала ”шакова', '21Ц30']]",57,1,11 мес.
73700,55.84489059,37.52989578,"[[' оптево', '11Ц15'], ['Ћихоборы', '16Ц20'], ['ћоссельмашот', '31']]",67,1,11 мес.
220000,55.7228508,37.47587204,"[['—лав€нский бульвар', '11Ц15'], ['ћинска€', '21Ц30'], ['ѕионерска€', '21Ц30']]",80,1,11 мес.
140000,55.87868881,37.62798309,"[['Ѕибирево', '21Ц30'], ['ќтрадноеот', '31'], ['ћедведковоот', '31']]",58.2,1,11 мес.
275000,55.83085632,37.65921021,"[['–остокино', '11Ц15'], ['¬ƒЌ’', '21Ц30'], ['Ѕотанический сад', '21Ц30']]",100,,11 мес.
150000,55.76613235,37.53195572,"[['Ўелепиха', '16Ц20'], ['Ѕегова€', '16Ц20'], ['“естовска€', '21Ц30']]",71,1,11 мес.
160000,55.640132,37.60664,"[['„ертановска€до', '5'], ['—евастопольска€', '16Ц20'], ['¬аршавска€', '21Ц30']]",71,2,11 мес.
55000,55.725539,37.802643,"[['¬ешн€ки', '6Ц10'], ['–€занский проспект', '16Ц20'], ['¬ыхино', '16Ц20']]",50,1,11 мес.
100000,55.82083893,37.73106384,"[['Ѕульвар –окоссовского', '16Ц20'], ['Ѕелокаменна€от', '31'], ['„еркизовска€от', '31']]",83,2,11 мес.
120000,55.84969711,37.50385284,"[[' оптево', '16Ц20'], ['¬одный стадион', '21Ц30'], ['–ечной вокзал', '21Ц30']]",68,1,12 мес.
100000,55.728196125101334,37.68752248692729,"[['¬олгоградский проспект', '16Ц20'], [' алитники', '16Ц20'], ['ѕролетарска€', '16Ц20']]",79,7,6 мес.
188200,55.846324617384354,37.37120237665178,"[['ћитино', '6Ц10'], ['¬олоколамска€', '16Ц20'], ['ѕ€тницкое шоссе', '16Ц20']]",74.9,1,11 мес.
600000,55.75917472664381,37.64323633862304,"[['„истые пруды', '6Ц10'], [' итай-город', '6Ц10'], ['“ургеневска€', '11Ц15']]",60,1,11 мес.
150000,55.65524292,37.72846985,"[['ѕерерва', '11Ц15'], ['ћарьино', '16Ц20'], ['Ѕратиславска€', '16Ц20']]",75,4,11 мес.
115000,55.86252,37.677589,"[['Ѕабушкинска€', '16Ц20'], ['—виблово', '21Ц30'], ['–остокиноот', '31']]",63,1,12 мес.
250000,55.85421268733107,37.62174523361252,"[['Ѕотанический сад', '16Ц20'], ['ќтрадное', '21Ц30'], ['—виблово', '21Ц30']]",82,1,12 мес.
1950,55.8588562,37.56453705,"[['¬ерхние Ћихоборыдо', '5'], ['ƒегунино', '11Ц15'], ['—елигерска€', '16Ц20']]",60,1,11 мес.
200000,55.70830154,37.65282059,"[['јвтозаводска€до', '5'], ['«»Ћ', '16Ц20'], ['“ехнопарк', '21Ц30']]",80,2,11 мес.
90000,55.884721,37.60372,"[['Ѕибиреводо', '5'], ['јлтуфьево', '21Ц30'], ['Ѕескудниковоот', '31']]",90,2,11 мес.
70000,55.60928797820178,37.78364432681083,"[[' расногвардейска€от', '31'], ['«€бликовоот', '31'], ['Ўипиловска€от', '31']]",50,1,6 мес.
230000,55.87270355,37.63324738,"[['Ѕабушкинска€', '21Ц30'], ['ќтрадное', '21Ц30'], ['—виблово', '21Ц30']]",51,1,12 мес.
300000,55.849004,37.636464,"[['Ѕотанический саддо', '5'], ['—виблово', '11Ц15'], ['–остокиноот', '31']]",67,1,11 мес.
220000,55.783038,37.508661,"[['’орошЄво', '11Ц15'], ['«орге', '11Ц15'], ['ѕолежаевска€', '11Ц15']]",67.56,3,11 мес.
300000,55.792194,37.494934,"[['ќкт€брьское поледо', '5'], ['«орге', '6Ц10'], ['ѕанфиловска€', '6Ц10']]",59,1,11 мес.
1850,55.68500996832732,37.515008434475476,"[['ѕроспект ¬ернадского', '11Ц15'], ['”ниверситет', '21Ц30'], ['–аменки', '21Ц30']]",54.4,2,12 мес.
140000,55.873036,37.483175,"[['’оврино', '6Ц10'], ['Ѕеломорска€', '16Ц20'], ['√рачЄвска€', '21Ц30']]",100,2,11 мес.
110000,55.54671097,37.48012161,"[['ѕотапово', '21Ц30'], ['Ќовомосковска€от', '31'], ['Ѕунинска€ алле€от', '31']]",69.3,1,12 мес.
180000,55.66351180508698,37.73367935847468,"[['ѕерерва', '21Ц30'], ['Ѕратиславска€', '21Ц30'], ['ћарьино', '21Ц30']]",65.6,1,11 мес.
215000,55.590241505228285,37.612810999999994,"[[' расный —троительдо', '5'], ['”лица академика янгел€', '11Ц15'], ['јннино', '16Ц20']]",94,1,11 мес.
100000,55.703545,37.736375,"[['“екстильщики', '6Ц10'], ['ѕечатники', '21Ц30'], [' узьминки', '21Ц30']]",65,2,11 мес.
2900,55.77394,37.616018,"[['÷ветной бульвар', '6Ц10'], ['“рубна€', '11Ц15'], ['ƒостоевска€', '11Ц15']]",86.7,1,11 мес.
1600,55.61627093317563,37.512847180781066,"[['“Єплый стандо', '5'], ['ясенево', '21Ц30'], ['√енерала “юленева', '21Ц30']]",100,3,1 мес.
2700,55.8723956668389,37.55746449461489,"[['—елигерска€', '11Ц15'], ['яхромска€', '11Ц15'], ['ƒегунино', '16Ц20']]",60,1,11 мес.
120000,55.681202299446426,37.437233015869126,"[['ќчаково', '16Ц20'], ['ќзЄрна€от', '31'], ['ћещерска€от', '31']]",80,1,6 мес.
142000,55.93197227327659,37.38657924075316,"[['ћолжаниново', '21Ц30'], ['Ќовоподрезковоот', '31']]",60.4,1,11 мес.
202000,55.582431,37.581424,"[['Ћесопаркова€до', '5'], ['јннино', '11Ц15'], ['”лица —тарокачаловска€', '21Ц30']]",77.9,1,11 мес.
1700000,55.752055,37.590865,"[['—моленска€', '6Ц10'], ['јрбатска€', '6Ц10'], ['Ѕоровицка€', '16Ц20']]",95,1,36 мес.
379741,55.710027,37.623843,"[['“ульска€до', '5'], ['Ўаболовска€', '21Ц30'], ['—ерпуховска€', '21Ц30']]",86,1,11 мес.
